,0
0,0.5258236171906684
1,0.513601795048634
2,0.5039038893610092
3,0.495807815732571
4,0.489255342825438
5,0.4837138352239091
6,0.4790629123724577
7,0.4750013539309321
8,0.4714233638229568
9,0.4681590710444085
10,0.4651314104292914
11,0.4622433883498165
12,0.4594424442317925
13,0.4566718031179442
14,0.4538962652387748
15,0.4510815150728594
16,0.4482039730692408
17,0.4452423343075971
18,0.4421809067477178
19,0.4390065197157891
20,0.4357092493163897
21,0.432281684016839
22,0.4287186365511321
23,0.4250174268071593
24,0.4211772215532602
25,0.4171997253716341
26,0.41352873272475194
27,0.4097700537754708
28,0.40592079267456654
29,0.4019841026015892
30,0.3979663674734529
31,0.3938762136227644
32,0.3897237725136777
33,0.385520466475502
34,0.3812787077564564
35,0.37701177477943915
36,0.3727335910377745
37,0.36845857293630924
38,0.3642014131509405
39,0.35997689570071467
40,0.35579967705374427
41,0.35168408836654436
42,0.347643927512642
43,0.34369227286367054
44,0.3398413047025648
45,0.33610215282902506
46,0.3324847641794674
47,0.32899780066854906
48,0.32564856397771363
49,0.3224429518669021
